Index,Index,Year,Title,Authors,Abstract,Topics,Predict
99,99,2017.0,Intelligent Painting Based on Social Internet of Things,"Fu, ZY; Lin, J; Li, Z; Du, WJ; Zhang, JY; Ye, SX","Because of social computing, people are more interconnected to things and vice versa. Social computing transforms the Internet of Things to a new form called Social Internet of Things. The social Internet of Things needs a social approach to the Internet of Things. It is equally true that design in the context of social computing also requires a social approach to the Internet of Things. A human-object mixed social interaction model or a social approach is demonstrated in this paper and based on which a children-centered social thing, specifically an intelligent painting device is shown in this paper, whose objective is to create a superpower interaction for children and mix the human-human social network with object-object machine network to form a social network consisting of humans and objects and emotions, which focuses more on machine emotion, children behavior and children emotion.",0,1
100,100,2019.0,Webifying Heterogenous Internet of Things Devices,"Noura, M; Heil, S; Gaedke, M","Internet of Things (IoT) applications incorporate heterogenous smart devices that support different communication protocols (Zigbee, RFID, Bluetooth, custom protocols). Enabling application development employing different protocols require interoperability between the different types of heterogenous devices that co-exist in the IoT ecosystem. In this paper we propose WoTDL2API tool, that automatically generates a running RESTful API based on the popular OpenAPI specification and integrating with the existing OpenAPI code generation toolchain. This solution provides interoperability between the devices by wrapping IoT devices with a Web-based interface enabling easier integration with other platforms. We showcase our approach using a smart home scenario available online.",0,1
101,101,2011.0,Study on Framework of Internet of Things Based on EPC,"Xiao, WJ; Zhang, FZ; Geng, JZ; Yang, ZM; Cheng, P","On the basis of analyzing existing Internet of Things technologies, the basic components and framework of Internet of Things based on EPC are discussed. Hierarchical structure and features of its components are also established. Combining Internet of Things' architecture, functional modules in this framework are analyzed. At last, a new system model with four layers (apperceive layer, access layer, network layer, and application layer) is put forward, the primary functions of each layer are also introduced.",4,1
102,102,2018.0,A QoS-aware hybrid data aggregation scheme for Internet of Things,"Rahman, H; Ahmed, N; Hussain, MI","Quality of service provisioning for real-time data such as audio and video in large Internet of Things networks is considered to be a challenging issue. In order to maintain desirable service quality of the sensed data from the environment, data aggregation-based schemes are highly used. Such schemes gather and aggregate data packets in an efficient manner so as to reduce power consumption, network overhead, and traffic congestion, and to increase network lifetime, data accuracy, etc. In this paper, a hybrid Quality of service-Aware Data Aggregation (QADA) scheme is proposed. The proposed scheme combines some of the interesting features of the cluster and tree-based data aggregation schemes while addressing some of their important limitations. Simulation results show that QADA outperforms cluster and tree-based aggregation schemes in terms of power consumption, network lifetime, available bandwidth utilization, and transmission latency.",1,1
103,103,2019.0,TinyIKE: Lightweight IKEv2 for Internet of Things,"Raza, S; Magnusson, RM","There is unanimous consensus that cyber security in the Internet of Things (IoT) is necessary. In cyber security, key establishment is one of the toughest problems. It is even more challenging in resource-constrained but Internet-connected IoT devices that use low-power wireless communication. A number of IoT communication protocols define cryptographic mechanisms for confidentiality and integrity services but do not specify key management. For example, IEEE 802.15.4, RPL, and object security all rely on external key management protocols. Due to the lack of automatic key management support, IoT devices either end up using preshared keys or no security at all. In this paper, we overcome these challenges and present TinyIKE, a lightweight adaptation of Internet Key Exchange version 2 (IKEv2) for the IoT. Using TinyIKE, we solve the key establishment problem for multiple IoT protocols using a single IKEv2-based solution. We implement TinyIKE for resource-constrained IoT devices that run the Contiki OS. The TinyIKE implementation supports full certificate-based IKEv2 that uses elliptic curve cryptography. In order to ensure the feasibility of TinyIKE in the IoT, we perform an extensive evaluation of TinyIKE using a setup consisting of real IoT hardware.",0,1
105,105,2017.0,Semantic Web Meets Internet of Things and Web of Things [2nd Edition],"Gyrard, A; Patel, P; Datta, SK; Ali, MI","An ever growing interest and wide adoption of Internet of Things (IoT) andWeb technologies are unleashing a true potential of designing a broad range of high-quality consumer applications. Smart cities, smart buildings, and e-health are among various application domains which are currently benefiting and will continue to benefit from IoT and Web technologies in a foreseeable future. Similarly, semantic technologies have proven their effectiveness in various domains and a few among multiple challenges which semantic Web technologies are addressing are to (i) mitigate heterogeneity by providing semantic inter-operability, (ii) facilitate easy integration of data application, (iii) deduce and extract new knowledge to build applications providing smart solutions, and (iv) facilitate inter-operability among various data processes including representation, management and storage of data. In this tutorial, our focus will be on the combination of Web technologies, Semantic Web, and IoT technologies and we will present to our audience that how a merger of these technologies is leading towards an evolution from IoT to Web of Things (WoT) to Semantic Web of Things. This tutorial will introduce the basics of Internet of Things, Web of Things and Semantic Web and will demonstrate tools and techniques designed to enable the rapid development of semantics-based Web of Things applications. One key aspect of this tutorial is to familiarize its audience with the open source tools designed by different semantic Web, IoT and WoT based projects and provide the audience a rich hands-on experience to use these tools and build smart applications with minimal efforts. Thus, reducing the learning curve to its maximum. We will showcase real-world use case scenarios which are designed using semantically-enabled WoT frameworks (e.g. CityPulse, FIESTA-IoT and M3).",0,1
106,106,2018.0,SARDOS: Self-Adaptive Reaction against Denial of Service in the Internet of Things,"Tiloca, M; Hoglund, R; Syafiq","Denial of Service (DoS) is a common and severe security issue in computer networks. Typical DoS attacks overload servers with bogus requests, induce them to worthlessly commit resources, and even make them unable to serve legitimate clients. This is especially relevant in Internet of Things scenarios, where servers are particularly exposed and often equipped with limited resources. Although most countermeasures focus on detection and mitigation, they do not react to dynamically adapt victims' behavior, while at the same time preserving service availability. This paper presents SARDOS, a reactive security service that leverages detection mechanisms from different communication layers, and adaptively changes the operative behavior of victim servers while preserving service availability. We experimentally evaluated SARDOS with a prototype implementation running on an underclocked Raspberry Pi server. Our results show that, when running SARDOS, a server under attack displays considerably lower memory and CPU usage, while still ensuring (best-effort) fulfillment of legitimate requests.",0,1
107,107,2020.0,A Survey of Healthcare Internet of Things (HIoT): A Clinical Perspective,"Habibzadeh, H; Dinesh, K; Shishvan, OR; Boggio-Dandry, A; Sharma, G; Soyata, T","In combination with current sociological trends, the maturing development of Internet of Things devices is projected to revolutionize healthcare. A network of body-worn sensors, each with a unique ID, can collect health data, that is, orders-of-magnitude richer than what is available today from sporadic observations in clinical/hospital environments. When databased, analyzed, and compared against information from other individuals using data analytics, Healthcare Internet of Things data enables the personalization and modernization of care with radical improvements in outcomes and reductions in cost. In this article, we survey the existing and emerging technologies that can enable this vision for the future of healthcare, particularly, in the clinical practice of healthcare. Three main technology areas underlie the development of this field: 1) sensing, where there is an increased drive for miniaturization and power efficiency; 2) communications, where the enabling factors are ubiquitous connectivity, standardized protocols, and the wide availability of cloud infrastructure; and 3) data analytics and inference, where the availability of large amounts of data and computational resources is revolutionizing algorithms for individualizing inference and actions in health management. Throughout this article, we use a case study to concretely illustrate the impact of these trends. We conclude this article with a discussion of the emerging directions, open issues, and challenges.",0,1
108,108,2020.0,Things2Vec: Semantic Modeling in the Internet of Things With Graph Representation Learning,"Hu, L; Wu, G; Xing, YH; Wang, F","The advent of fifth generation (5G) enables the Internet of Things (IoT) to connect a massive number of things. The interaction and communication among these things generate an enormous amount of context-aware data that is semantically diverse. Traditional data representation approaches, such as semantic annotation, ontology, and semantic Web technology are rule based, which lack flexibility and adaptability when applied to IoT. To address the challenge, this article mainly focuses on the problem of semantic representation, which is essential for processing and fusion of IoT data. To serve as a bridge, we propose a high-level framework, namely, Things2Vec, which aims to produce the latent semantic representations from the interaction of things through the graph embedding technique. These semantic representations benefit various IoT semantic analysis tasks, such as the IoT service recommendation and automation of things. In Things2Vec, we utilize the graph to model the function sequence relationships that are generated by the interaction of things, which is called the IoT context graph. Since these function sequence relationships are heterogeneous in terms of semantics, it causes general graph embeddings to fail to learn complete information. Thus, we propose a biased random walk procedure, which is tailored to capture the neighborhoods of nodes with different types of semantic relationships. Extensive experiments are carried out, and our results show that the proposed method can effectively capture the semantic relationships among context-aware data in IoT.",3,1
109,109,2017.0,Security in Internet of Things: A Survey,"Oracevic, A; Dilek, S; Ozdemir, S","Internet of Things (IoT) can be seen as a pervasive network of networks: numerous heterogeneous entities both physical and virtual interconnected with any other entity or entities through unique addressing schemes, interacting with each other to provide/request all kinds of services. IoT technology is expected to pave the way for groundbreaking applications in a diversity of areas such as healthcare, security and surveillance, transportation, and industry, and integrate advanced technologies of communication, networking, cloud computing, sensing and actuation. Given the enormous number of connected devices that are potentially vulnerable, highly significant risks emerge around the issues of security, privacy, and governance; calling into question the whole future of IoT. IoT applications are expected to affect many aspects of people's lives, bringing about many conveniences; however, if security and privacy cannot be ensured, this can lead to a number of undesired consequences. This survey focuses on the security aspects of IoT, and discusses up-to-date IoT security solutions.",0,1
110,110,2017.0,Secure Authentication on the Internet of Things,"Griffin, PH","This paper describes biometric-based cryptographic techniques for providing confidential communications and strong, mutual and multifactor authentication on the Internet of Things. The described security techniques support the goals of universal access when users are allowed to select from multiple choice alternatives to authenticate their identities. By using a Biometric Authenticated Key Exchange (BAKE) protocol, user credentials are protected against phishing and Man-in-the-Middle attacks. Forward secrecy is achieved using a Diffie-Hellman key establishment scheme with fresh random values each time the BAKE protocol is operated. Confidentiality is achieved using lightweight cryptographic algorithms that are well suited for implementation in resource constrained environments, those limited by processing speed, limited memory and power availability. Lightweight cryptography can offer strong confidentiality solutions that are practical to implement in Internet of Things systems, where efficient execution, and small memory requirements and code size are required.",0,1
112,112,2016.0,Ontology-based Resource Description Model for Internet of Things,"Wang, SL; Hou, YB; Gao, F; Ma, SS","Internet of things (IoT) mainly realizes the access of kinds of things. For the massive heterogeneous devices, how to achieve their unified resource description is an important issue for IoT. Considering the lack of unified description model for devices in IoT, an Ontology-based Resource Description Model (ORDM) is proposed in this paper. The resource in IoT is described from attribute, state, control, historical information and privacy classes. In the application of smart office, the ORDM is implemented and applied in detail. The experiments results show that the proposed model can support the rich access devices and business functions in IoT, and has significant application value and prospect.",3,1
113,113,2020.0,The 'future Internet' and crime: towards a criminology of the Internet of Things,"Milivojevic, S; Radulski, EM","The Internet of Things (IoT) is poised to revolutionise the way we live and communicate and the manner in which we engage with our social and natural world. In the IoT, objects such as household items, vending machines and cars have the ability to sense and share data with other things, via wireless, Bluetooth or Radio-Frequency Identification (RFID) technology. 'Smart things' have the capability to control their performance as well as our experiences and decisions. In this exploratory paper, we overview recent developments in the IoT technology and their relevance for criminology. Our aim is to partially fill the gap in the literature by flagging emerging issues criminologists and social scientists ought to engage with in the future. The focus is exclusively on the IoT, while other advances, such as facial recognition technology, are only lightly touched upon. This paper, thus, serves as a starting point in the conversation, as we invite scholars to join us in forecasting-if not preventing-the unwanted consequences of the 'future Internet'.",0,1
115,115,2016.0,INTERNET OF THINGS IN MARKETING: OPPORTUNITIES AND SECURITY ISSUES,"Abashidze, I; Dabrowski, M","Internet of Things (IoT) affects different areas of human activities: everyday life of ordinary citizens, work style of marketing teams, factories and even entire cities. Large companies try to implement the technology in their marketing strategy that reshapes not only communication style and product promotion but consumers' expectations, perceptions and requirements towards companies. loT is expected to become a huge network that will encompass not only smart devices but significantly influence humans' behavior, in this particular case - decision making style in different phases of purchase process. Therefore, the need for comprehensive scientific research is necessary. The issue needs to be reviewed from various points of view, such as opportunities, advantages, disadvantages, legal and technical considerations. The paper is an attempt to review different aspects of using Internet of Things for marketing purposes, identify some of the major problems and present possible ways of solution.",0,1
116,116,2016.0,Edge-Fog Cloud: A Distributed Cloud for Internet of Things Computations,"Mohan, N; Kangasharju, J","Internet of Things typically involves a significant number of smart sensors sensing information from the environment and sharing it to a cloud service for processing. Various architectural abstractions, such as Fog and Edge computing, have been proposed to localize some of the processing near the sensors and away from the central cloud servers. In this paper, we propose Edge-Fog Cloud which distributes task processing on the participating cloud resources in the network. We develop the Least Processing Cost First (LPCF) method for assigning the processing tasks to nodes which provide the optimal processing time and near optimal networking costs. We evaluate LPCF in a variety of scenarios and demonstrate its effectiveness in finding the processing task assignments.",0,1
117,117,2014.0,DataClouds: Enabling Community-Based Data-Centric Services Over the Internet of Things,"Yue, H; Guo, LK; Li, RD; Asaeda, H; Fang, YG","The Internet of Things (IoT) is emerging as one of the major trends for the next evolution of the Internet, where billions of physical objects or things (including but not limited to humans) will be connected over the Internet, and a vast amount of information data will be shared among them. However, the current Internet was built on a host-centric communication model, which was primarily designed formeeting the demand of pair-wise peer-to-peer communications and cannot well accommodate various advanced data-centric services boosted by the IoT in which users care about content and are oblivious to locations where the content is stored. In this paper, we propose a novel architecture for the future Internet based on information-centric networking (ICN), which is called DataClouds, to better accommodate data-centric services. Different from existing ICN-based architectures, we take the sharing nature of data-centric services under the IoT into consideration and introduce logically and physically formed communities as the basic building blocks to construct the network so that data could be more efficiently shared and disseminated among interested users. We also elaborate on several fundamental design challenges for the Internet under this new architecture and show that DataClouds could offer more efficient and flexible solutions than traditional ICN-based architectures.",0,1
119,119,2015.0,Research on data fusion of the Internet of Things,"Hu, SH","Data fusion is an important to data mining in the Internet of Things. To deal with the above problems, services in the Internet of Things are to be introduced into the project. Firstly, services in the Internet of Things are researched on a macro-scale to plan out the good definition interfaces and standardized services in order to turn the devices to the service functions and communicate with the heterogeneous devices, and with the equipments and Web services which can be founded and combined freely. Next, by using EJB(enterprise Java beans) as a basic tool and adopting XML(extensible markup language) to collect the multiple and complicated information sources, a food safety data platform based on J2EE(Java to enterprise edition) technology is put forward to ensure the data accuracy and stability. Experiments shows it is effective and efficient.",1,1
120,120,2010.0,Towards the Internet of Things,"Yu, CJ; Zhang, LY","This paper introduces the definition of the Internet of things (IOT), illustrates its operating principals basing on its architecture, and introduces its main applications in China and its core technologies. Focusing on the operation mechanism of IOT, this paper puts forward a viewpoint that IOT applies the new generation of IT technologies into all walks of life.",4,1
121,121,2019.0,APEX: Automatic Precondition Execution with Isolation and Atomicity in Internet-of-Things,"Zhou, Q; Ye, F","In Internet-of-Things there are situations where before users can execute commands on IoT devices, certain conditions must be met for sake of safety, correctness or efficiency. Thus, a series of other commands need to precede the user commands in a correct order to make those conditions true. Users have to consciously follow the order and manually send those commands one by one, which is error prone and inconvenient. We propose APEX, a system automatically deducing, satisfying all the preconditions of the user commands. It has two strategies. Evaluation on a 20-node testbed proves that our conservative strategy sustains high execution success rates despite resource contention, while in realistic enterprise environments, our aggressive strategy may execute significantly faster, saving up to 7s and reducing about 46% of conservative strategy's time cost.",1,1
122,122,2014.0,Applications of RFID and WSNs Technologies to Internet of Things,"Campos, LB; Cugnasca, CE","Internet of Things is identified as one of the main pillars to next-generation Internet. Two technologies supporting this technological advancement are Radio Frequency Identification and Wireless Sensor Networks. They are used to automatically identify people, objects, and animals, as well as monitoring environmental parameters, and area monitoring. Thus, this article presents five areas of applications of these technologies in the Internet of Things context. Internet of Things is verified to go beyond the ubiquitous availability of computing infrastructure.",0,1
123,123,2018.0,Home Monitoring System Based Internet of Things,"Yu-Fan, K; Siou-Wei, L; Guo-Zhe, Q; Bing-Cheng, Z; Zhi-Hao, W; Gwo-Jia, J","All analysis reports indicate that there will be 50 billion nodes in the Internet of Things (IoT) by 2020. This improvement can be seen through increasing the number of the researchers use IoT as their research topic. Nevertheless, creating an application by using internet of thing will have the challenge in online data transferring process because of the heterogenic and massive data that needs to be analyzed and processed. This paper applied the application of the internet of thing for household appliances in existing electronic product that combined with ZigBee module and database to build an IoT network architecture. In the experiment, we use TCP/IP protocol and Microsoft Visual Studio ASP. NET to develop a monitoring system that can monitor and analyze the big data. In controlling and monitoring the process, the electronic devices are given the individual numbers in order to recognize, identify, and then manage or instruct it by ZigBee module that combines with a user-friendly web interface. As the result, people can monitor and get the information about their houses even though they are going outside, then when they forgot to turn off the lamp, air conditioner, and other household appliances so it still possible for them to turn off it as well as they have an internet connection.",1,1
124,124,2020.0,Research on intelligent transportation system based on internet of things,"Jin, MZ; Zhang, Q; Wang, H; Yuan, Y","Intelligent energy-saving systems and intelligent transportation systems (ITSs) are indispensable applications in ordinary people's lives. Therefore, it is particularly important to apply the internet of things technology to these two typical scenarios. The key technologies of intelligent energy-saving and intelligent transportation in the environment of internet of things are fully investigated in this paper, and an intelligent energy-saving prototype system has been designed. At the same time, this paper focuses on the two core issues of traffic and studies the two core technologies in intelligent transportation. Firstly, this paper introduces the research background of this topic, and then introduces an overview of the internet of things, intelligent energy-saving system and ITS. Next, this paper introduces the core technology and prototype system design of intelligent energy saving system in the internet of things from four aspects including system structure, hardware design, software design and test results.",2,1
125,125,2013.0,Security Technology of Smart Home Based on Internet of Things,"Xu, ZF; Zhu, X; Gui, L","The security and privacy of the Internet of Things is a key problem which prevent the technology from expanding. The Internet of Things of requires for security on physical devices, information collection, transmission, and processing. A systematic security solution in the Internet of Things has been promoted to protect the information of users' from two aspects: safety control and privacy control. The network is divided into six layers. Mechanism is designed for transmission layer, MAC layer and network layer to realize the security solution.",0,1
126,126,2015.0,Native Runtime Environment for Internet of Things,"Manea, V; Carabas, M; Mogosanu, L; Gheorghe, L","Over the past few years, it has become obvious that Internet of Things, in which all embedded devices are interconnected, will soon turn into reality. These smart devices have limited processing and energy resources and there is a need to provide security guarantees for applications running on them. In order to meet these demands, in this paper we present a POSIX-compliant native runtime environment which runs over a L4-based microkernel, a thin operating system, on top of which applications for embedded devices can run and thus be a part of the Internet of Things.",0,1
127,127,2013.0,Context-Aware Environments for the Internet of Things,"Cristea, V; Dobre, C; Pop, F","This chapter discusses the challenges, state of the art, and future trends in context aware environments (infrastructure and services) for the Internet of Things, which is defined as a world-wide network of uniquely identified self-organized and intelligent things. Intelligence means primarily the capability of things to be aware of the context in which they operate (time, geographic location, geographic dimension, situation, etc.) and to inter-cooperate with other things in the environment. The Chapter is structured in three sections. The first section, which frames the issues discussed in the rest of the chapter, is a systematic presentation of the most relevant concepts and aspects related to the infrastructure and services for the Internet of Things. The second section presents relevant research works in the infrastructure, and up to date solutions and results regarding the infrastructure and services. The third section presents future trends and research directions in the domain.",0,1
128,128,2019.0,Blockchain Technologies for the Internet of Things: Research Issues and Challenges,"Ferrag, MA; Derdour, M; Mukherjee, M; Derhab, A; Maglaras, L; Janicke, H","This paper presents a comprehensive survey of the existing blockchain protocols for the Internet of Things (IoT) networks. We start by describing the blockchains and summarizing the existing surveys that deal with blockchain technologies. Then, we provide an overview of the application domains of blockchain technologies in IoT, e.g., Internet of Vehicles, Internet of Energy, Internet of Cloud, Edge computing, etc. Moreover, we provide a classification of threat models, which are considered by blockchain protocols in IoT networks, into five main categories, namely identity-based attacks, manipulation-based attacks, cryptanalytic attacks, reputation-based attacks, and service-based attacks. In addition, we provide a taxonomy and a side-by-side comparison of the state-of-the-art methods toward secure and privacy-preserving blockchain technologies with respect to the blockchain model, specific security goals, performance, limitations, computation complexity, and communication overhead. Based on the current survey, we highlight open research challenges and discuss possible future research directions in the blockchain technologies for IoT.",0,1
130,130,2015.0,Research Status and Development Trend of Internet of Things Technology,"Yan, Q","In this paper, the current situation of research on Internet of things technology to carry on the analysis, the RFID technology, sensor network and detection technology, intelligent technology, nanotechnology, address of the IPv6 technology are summarized, analysis of existing problems in the development of the Internet of things, the development and application of the Internet of things technology is prospected.",2,1
131,131,2015.0,Security Perspectives for Collaborative Data Acquisition in the Internet of Things,"Gazis, V; Cordero, CG; Vasilomanolakis, E; Kikiras, P; Wiesmaier, A","The Internet of Things (IoT) is an increasingly important topic, bringing together many different fields of computer science. Nevertheless, beside the advantages (IoT) has to offer, many challenges exist, not at least in terms of security and privacy. In addition, the large number of heterogeneous devices in (IoT) produces a vast amount of data, and therefore efficient mechanisms are required that are capable of handling the data, analyze them and produce meaningful results. In this paper, we discuss the challenges that have to be addressed, when data analytics are applied in the context of the (IoT). For this, we propose a data acquisition architecture, named CoDA, that focuses on bringing together heterogeneous things to create distributed global data models. For each layer of the proposed architecture we discuss the upcoming challenges from the security perspective.",0,1
132,132,2011.0,Data fusion in the Internet of Things,"Qin, XT; Gu, YS","The application prospect in the market with huge thing networking are buzzing the third wave of information technology, its one of the core technology on two wireless sensor networks with energy, storage capacity, computing power, communications bandwidth resource constraints of the salient characteristics of data fusion, implementation is the inevitable choice. This paper briefly describes the Internet of things in the characteristics of data acquisition and data fusion of things in the meaning and role of data fusion described things to be addressed key issues and requirements. Briefly describes the data fusion tree formation and fusion of the principles of TGA (C) 2011 Published by Elsevier Ltd. Selection and/or peer-review under responsibility of [CEIS 2011]",3,1
133,133,2020.0,Research on Drug Regulation Mode in the Age of the Internet of Things,"Zhao, Y; Liu, HW; Cao, N","The Internet of things is the third information technology revolution after the computer and the Internet. The center of this technological revolution is the [1] of the Internet of things. The Internet of things is not a communication network, but a collection of sensing technology, communication technology and computing technology. The State Council emphasizes that in the field of people's livelihood, the model application and demonstration project of the Internet of things should be implemented around the innovation of management model and service model. The drug regulatory code is the information label of each drug given by the State Administration of drugs to supervise the implementation of electronic drugs. It is used to indicate the information mark of store automatic sale management system or to mark the classification and coding of goods. To find the feasibility of the interconnection between the two has a broad prospects for development. In the 2008 government work report, Premier Wen Jiabao pointed out that the strict market access system and product quality traceable system and recall system were implemented. At present, the State Food and drug administration has carried out the electronic supervision of pharmaceuticals, which is a work that embodies the technology characteristics of the Internet of things and has the concept of forward-looking supervision. Using modern information technology, network technology, coding technology and the built third party technology platform, we set up a monitoring and traceable system for drug. At the same time, the problem of drug safety has also become a major concern. At present, there is not an effective drug safety supervision mode to supervise drugs.",2,1
134,134,2020.0,Development of an Industrial Internet of Things Ontologies System,"Fedotova, AV; Lindow, K; Norbach, A","The work is aimed at researching and developing an innovative subject field Industrial Internet of Things. The article deals with the system of the structure of the Industrial Internet of Things, the relationship between the objects of structure and the method of knowledge visualization with the help of ontological modeling of systems. Using the ontological approach allows us to provide support for design management, as well as further improvement of the complex technical system under consideration. The paper presents the ontology of the Industrial Internet of Things.",4,1
135,135,2018.0,Markov Queuing Theory Approach to Internet of Things Reliability,"Zin, TT; Tin, P; Hama, H","In today world a new buzzword Internet of Things has been on the news nearly every day. Some researchers are even using Internet of Every Things. Its potentialities and applicability are now on the cutting edge technology. Also, all most all of business, health care, academic institutions are in one way or another, having to deal with the Internet of Things. So the Internet of Things reliability becomes an important factor. In this paper we proposed a Markov Queuing approach to analyze the Internet of Thing reliability. Since queuing theory investigates the delay and availability of functioning things and Markov concepts take the dependency of Things in the Internet, the combination of these two concepts will make the problem clear and soluble. For illustration, we present some experimental results.",1,1
136,136,2018.0,Software Architecture for Sensor Nodes in the Internet of Things: A Case of Study in Agriculture,"Mendoza, JF; Ordonez, H; Figueroa, C; Segovia, R; Munoz, D; Ordonez, A","This paper presents a software architecture for microcontrollers running on data capture cards for the Internet of Things (IoT). The Software Architecture describes the structure, operation and interaction of the different components from a global perspective. This paper describes various components and subcomponents of the architecture and its communication. A case study is developed based on the proposed architecture for a cilantro crop in Colombia.",3,1
137,137,2018.0,Intelligent Monitoring System Based on Internet of Things,"Tang, J; Dong, TT; Li, LH; Shao, LM","In order to better apply the intelligent environment quality monitoring system based on Internet of things to indoor environment monitoring, sensor technology, computer technology, wireless communication and the Internet are combined through the Internet and sensors. With the Internet of things technology, a monitoring system based on Internet of things and networking is established to provide remote indoor environment information monitoring service for users. Taking ZigBee as the core to build the system, real time acquisition and monitoring for indoor temperature, humidity, carbon dioxide concentration, light intensity and other environmental information are realized by using relevant sensors. In system design, serial port is taken as the main channel for information exchange between ZigBee chip and ARM development board. The ARM processor connects the information to the Internet, and users can check the information collected by the system through the internet. The design of the system adopts the method with simplified design, which narrows the system structure. The different hardware composition is replaced according to different functional requirements. Therefore, the connection of more devices can be realized so as to realize the real Internet of things.",3,1
138,138,2013.0,A Formal Analysis Framework for Internet of Things,"Zhang, JH; Xu, JH; Guo, SZ; Shi, ZX","A framework is presented to model Internet of Things and analysis its running quality based on MDA, and an automatic solution is provided through a set of software tools. Firstly, modeling is executed to the instance of an Internet of things; then transforming the MARTE model to the related automaton models is done, based on the manual mapping rule from MARTE meta-model to related automaton meta-model; after the format of the automaton is adjusted from XMI to XML, the result is input into the model checking tool for the automaton and the running quality of the Internet of Things is analyzed quantitatively.",3,1
139,139,2016.0,Internet of Things Laboratory Test Bed,"Kirichek, R; Koucheryavy, A","The Internet of Things (IoT) is the new concept for the network development. The enormous number of the things requests to investigate the networks interoperability as one of the important parts of IoT implementation. The competent testing is the general matter for networks interoperability support. So, the IoT implementation requests the test bed creation. The test bed features in the IoT Lab at the State University of Telecommunication in Saint Petersburg are considered in the paper. The testing examples are given. The IoT test bed using for students education is considered too.",0,1
140,140,2021.0,Cybersecurity in the Internet of Medical Things,"Thomasian, NM; Adashi, EY","Background: The Internet of Things has spawned a new fleet of medical devices replete with improved sensing and actuating capabilities. Preemptive mitigation of the cyber risks that arise in this hyperconnected space is needed to ensure continued patient safety. Objective: The aim of this paper is to analyse the robustness of existing policy measures in securing the Internet of Medical Things technologies. The regulatory ecosystem in the US is primarily discussed herein and includes regulatory frameworks for industry, public-private partnerships, and transparency initiatives. Methods: A qualitative review of the medical cybersecurity literature was performed with collation of federal and international legal documents, policy reports, industry frameworks, cyberbreach analyses, and scientific journal articles. Results: Regulatory guidance documents introduced to date that address cybersecurity in the Internet of Medical Things place a key emphasis on device identification, legacy device management, enhanced physical security, and breach detection. Recent oversight trends aim to bolster federal authority around the enforcement of baseline security safeguards. Conclusions: Additional regulatory guidance is needed to mitigate risks in the Internet of Medical Things devices conferred by retrofitted IT infrastructures, edge-to-cloud interfaces, and off-the-shelf device components. Recent advancements in the cyber realm also raise the possibility of novel attack vectors, autonomous cyber-physical systems, and quantum computing threats. Interventions to promote awareness and security hygiene around the Internet of Medical Things devices can empower end users and facilitate smooth incident response. Lay summary: The rise Smart technologies such as voice assistants and adaptable at-home appliances moves us closer to a more personalized world that can enhance our daily lives. The field of medicine will be changed by these next generation Internet of Things technologies that possess the ability to interact with their users and their surrounding environment. These technologies are important because the precision with which medical devices interact with patients, healthcare workers, and other technology can have huge impact on patient care. For all of their promise, the increased interconnectivity that these devices possess also confers additional cybersecurity risks. Policy regulation and public health preparedness are critical for ensuring the benefits of these emerging technologies do not come at the expense of patient safety and privacy. In this Review, we discuss cybersecurity regulation in the Internet of Medical Things and highlight novel threats still in need of address at the policy and public-health levels.",0,1
141,141,2019.0,Embracing the Future Internet of Things,"Cirillo, F; Wu, FJ; Solmaz, G; Kovacs, E","All of the objects in the real world are envisioned to be connected and/or represented, through an infrastructure layer, in the virtual world of the Internet, becoming Things with status information. Services are then using the available data from this Internet-of-Things (IoT) for various social and economical benefits which explain its extreme broad usage in very heterogeneous fields. Domain administrations of diverse areas of application developed and deployed their own IoT systems and services following disparate standards and architecture approaches that created a fragmentation of things, infrastructures and services in vertical IoT silos. Coordination and cooperation among IoT systems are the keys to build smarter IoT services boosting the benefits magnitude. This article analyses the technical trends of the future IoT world based on the current limitations of the IoT systems and the capability requirements. We propose a hyper-connected IoT framework in which things are connected to multiple interdependent services and describe how this framework enables the development of future applications. Moreover, we discuss the major limitations in today's IoT and highlight the required capabilities in the future. We illustrate this global vision with the help of two concrete instances of the hyper-connected IoT in smart cities and autonomous driving scenarios. Finally, we analyse the trends in the number of connected things and point out open issues and future challenges. The proposed hyper-connected IoT framework is meant to scale the benefits of IoT from local to global.",0,1
142,142,2015.0,Architecture Design of the Internet of Things based on Cloud Computing,"Rui, J; Sun, DP","Importance and development advantage of the Internet of Things industry chain is discussed. The basic ideas and methods of the combination of cloud computing and the Internet of things are described. Combined with cloud computing, the unified Internet of Things operation management system framework is established. The framework of the new platform middleware layer uses the cloud computing technology, which greatly improves the operating efficiency of the Internet of things. Based on the framework, Internet of Things business operations platform construction scheme is proposed, it can be used as reference of the construction of the Internet of things platform design.",3,1
