Title,Abstract,Year,PDF Link,Authors,Source,Relevant
Refactoring test suites versus test behaviour: a TTCN-3 perspective,"As a software engineering discipline, refactoring offers the opportunity for reversal of software 'decay' and preservation of a level of software quality. In a recent paper by Zeiss et al. [23], a set of fifteen refactorings were found applicable to Testing and Test Control Notation (TTCN-3) test behaviour and a set of thirteen refactorings to improving the overall structure of a TTCN-3 test suite. All twenty-eight refactorings were taken from the set of seventy-two described in the seminal text by Fowler [10]. An important issue with any refactoring is the testing effort required during implementation of its mechanics. In this paper, we explore the trade-offs between, and the contrasting characteristics of, the two TTCN-3 sets of refactorings from a refactoring mechanics perspective. Firstly, we use a meta-analysis of the same twenty-eight refactorings based on a dependency matrix developed through scrutiny of the mechanics of all seventy-two refactorings in [10] and then an analysis of the refactoring chains emerging from each of the same twenty-eight refactorings. Results suggest that there are compelling reasons for avoiding test suite structure refactorings when the dependencies and chains of the test suite refactorings are considered. Refactoring test behaviour potentially offers a far simpler, less demanding set of tasks required of the developer both from a re-testing and dependency viewpoint.",2007,http://dl.acm.org/citation.cfm?id=1295081&CFID=932211031&CFTOKEN=62642147,"Steve Counsell, Rob M. Hierons","SOQUA '07: Fourth international workshop on Software quality assurance: in conjunction with the 6th ESEC/FSE joint meeting, September 2007, Publisher: ACM",0
Reporting Experiments in Software Engineering,"One major problem for integrating study results into a common body of knowledge is the heterogeneity of reporting styles: (1) it is difficult to locate relevant information and (2) important information is often missing. Reporting guidelines are expected to support a systematic, standardized presentation of empirical research, thus improving reporting in order to support readers in (1) finding the information they are looking for, (2) understanding how an experiment is conducted, and (3) assessing the validity of its results. The objective of this paper is to survey the most prominent published proposals for reporting guidelines, and to derive a unified standard that which can serve as a starting point for further discussion. We provide detailed guidance on the expected content of the sections and subsections for reporting a specific type of empirical studies, i.e., controlled experiments. Before the guidelines can be evaluated, feedback from the research community is required. For this purpose, we propose to adapt guideline development processes from other disciplines.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1541818,"Andreas Jedlitschka, Marcus Ciolkowski and Dietmar Pfahl","Book Guide to Advanced Empirical Software Engineering, Publisher Springer London, DOI 10.1007/978-1-84800-044-5, ISBN 978-1-84800-043-8 (Print) 978-1-84800-044-5 (Online), Part Section II, Pages 201-228, SpringerLink Date Wednesday, November 21, 2007",0
Requirements Analysis: A Review,"Many software organizations often bypass the requirements analysis phase of the software development life cycle process and skip directly to the implementation phase in an effort to save time and money. The results of such an approach often leads to projects not meeting the expected deadline, exceeding budget, and not meeting user needs or expectations. One of the primary benefits of requirements analysis is to catch problems early and Minimize thier impact with respect to time and money. This paper is a literature review of the requirements analysis phase and the multitude of techniques available to perform the analysis. It is hoped that by compiling the information into a single document, readers will be more in a position to understand the requirements engineering process and provide analysts a compelling argument as to why it should be employed in modern day software development. ",2015,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7416336,Joseph Catanio,"Book Advances in Systems, Computing Sciences and Software Engineering,Pages 411-418,SpringerLink Date Thursday, September 27, 2007",0
Requirements of Software Visualization Tools: A Literature Survey,"Our objective is to identify requirements (i.e., quality attributes and functional requirements) for software visualization tools. We especially focus on requirements for research tools that target the domains of visualization for software maintenance, reengineering, and reverse engineering. The requirements are identified with a comprehensive literature survey based on relevant publications in journals, conference proceedings, and theses. The literature survey has identified seven quality attributes (i.e., rendering scalability, information scalability, interoperability, customizability, interactivity, usability, and adoptability) and seven functional requirements (i.e., views, abstraction, search, filters, code proximity, automatic layouts, and undo/history). The identified requirements are useful for researchers in the software visualization field to build and evaluate tools, and to reason about the domain of software visualization.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4290693,"By Holger M. Kienle , Hausi A. Muller","Found in: 2007 4th IEEE International Workshop on Visualizing Software for Understanding and Analysis 
Issue Date:June 2007 
pp. 2-9",0
Research Directions in Requirements Engineering,"In this paper, we review current requirements engineering (RE) research and identify future research directions suggested by emerging software needs. First, we overview the state of the art in RE research. The research is considered with respect to technologies developed to address specific requirements tasks, such as elicitation, modeling, and analysis. Such a review enables us to identify mature areas of research, as well as areas that warrant further investigation. Next, we review several strategies for performing and extending RE research results, to help delineate the scope of future research directions. Finally, we highlight what we consider to be the ""hot"" current and future research topics, which aim to address RE needs for emerging systems of the future.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4221627,"Betty H. C. Cheng, Joanne M. Atlee","FOSE '07: 2007 Future of Software Engineering, May 2007, Publisher: IEEE Computer Society",0
Review article: A review of structured document retrieval (SDR) technology to improve information access performance in engineering document management,"Information retrieval (IR) is a well-established research and development area. Document formats such as SGML (Standard Generalised Mark-up Language) and XML (eXtensible Mark-up Language) have become widely used in recent years. Traditional IR systems demonstrate limitations when dealing with such documents, which motivated the emergence of structured document retrieval (SDR) technology intending to overcome these limitations. This paper reviews the work carried out from the inception to the development and application of SDR in engineering document management. The key issues of SDR are discussed and the state of the art of SDR to improve information access performance has been surveyed. A comparison of selected papers is provided and possible future research directions identified. The paper concludes with the expectation that SDR will make a positive impact on the process of engineering document management from document construction to its delivery in the future, and undoubtedly provide better information retrieval performance in terms of both precision and functionality.",2008,http://dl.acm.org/citation.cfm?id=1322618&CFID=932222138&CFTOKEN=29731326,"S. Liu, C. A. McMahon, S. J. Culley","Computers in Industry,   Volume 59 Issue 1 , January 2008 , Publisher: Elsevier Science Publishers B. V.",0
Role of annotation in Electronic Process Guide,Annotations play a major part in our daily life. Similarly electronic process guide or EPG plays an important role in software development in an organization. An EPG can guide the developers about the process used or followed in an environment. The paper describes the annotation in electronic process guide for developers. We first introduced the background of the topic and some of the related researched done in the area of annotation systems. Some of the annotation systems for the Web are available either free or commercially. We then focus on the literature survey on the use of annotation tools and technique in different areas along with the usage of EPG in different scenarios. We also focus on Web based annotation for Jasmine EPG and conclusion is given with the future work.,2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4426306,"Ibrahim, A., Choi, H.-J.","(2007) Proceedings of Future Generation Communication and Networking, FGCN 2007, 1, art. no. 4426306, pp. 569-572.",0
SArt: Towards Innovation at the intersection of Software engineering and art,"Abstract Computer science and art have been in contact since the 1960s. Our hypothesis is that software engineering can benefit from multidisciplinary research at the intersection with art for the purpose of increasing innovation and creativity. To do so, we have designed and planned a literature review in order to identify the existing knowledge base in this interdisciplinary field. A preliminary analysis of both results of our review and observations of software development projects with artist participation, reveals four main issues. These are software development issues, which include requirement management, tools, development and business models; educational issues, with focus on multidisciplinary education; aesthetics of both code and user interface, and social and cultural implications of software and art. The identified issues and associated literature should help researchers design research projects at the intersection of software engineering and art. Moreover, they should help artists to increase awareness about software engineering methods and tools when conceiving and implementing their software-based artworks.",2009,http://dx.doi.org/10.1007/978-0-387-78578-3_17,"Anna Trifonova, Salah U. Ahmed, Letizia Jaccheri",? 2007 ? Proceedings of The 16th International Conference on Information Systems Development,0
Scenario-Based Application Requirements Engineering,"In product line engineering, the application requirements engineers have to ensure both a
high degree of reuse and the satisfaction of stakeholder needs. The vast number of possible
variant combinations and the influences of the selection of one variant on different requirements
models is a challenge for the consistent reuse of product line requirements. Only if the
requirements engineers are aware of all product line capabilities (variabilities and commonalities),
they are able to decide whether a stakeholder requirement can be satisfied by the
product line or not. In this chapter we present a novel approach for the development of application
requirements specifications. For this approach, we use an orthogonal variability
model with associated requirements scenarios to support requirements engineers during the
elicitation, negotiation, documentation, and validation of product line requirements. The
presented approach tackles the existing challenges during application requirements engineering by the iterative use of the orthogonal variability model (abstract view) and the requirements scenarios (concrete view) of the product line.",2012,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6170926,"Stan BÅhne, GÅnter Halmans, Kim Lauenroth and Klaus Pohl","Book Software Product Lines, Part 2, Pages 161-194,SpringerLink Date Wednesday, February 07, 2007",0
Software Architecture Visualization: An Evaluation Framework and Its Application,"In order to characterize and improve software architecture visualization practice, the paper derives and constructs a qualitative framework, with seven key areas and 31 features, for the assessment of software architecture visualization tools. The framework is derived by the application of the Goal Question Metric paradigm to information obtained from a literature survey and addresses a number of stakeholder issues. The evaluation is performed from multiple stakeholder perspectives and in various architectural contexts. Stakeholders can apply the framework to determine if a particular software architecture visualization tool is appropriate to a given task. The framework is applied in the evaluation of a collection of six software architecture visualization tools. The framework may also be used as a design template for a comprehensive software architecture visualization tool.",2008,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4378398,"By Keith Gallagher , Andrew Hatch , Malcolm Munro","Found in: IEEE Transactions on Software Engineering 
Issue Date:March 2008 
pp. 260-270",0
Software Components Evaluation: an Overview,"Objective: To contribute with an overview on the current state of the art concerning
metrics-based quality evaluation of software components and component-based assemblies.
Method: Comparison of several approaches available in the literature, in terms of their
scope, intent, definition technique and maturity.
Results: Common shortcomings of current approaches, such as ambiguity in definition,
lack of adequacy of the specifying formalisms and insufficient validation of current quality
models and metrics for software components.
Conclusions: Quality evaluation of components and component-based infrastructures
presents new challenges to the Experimental Software Engineering community which are
not conveniently dealt with by current approaches.
Keywords: Component-Based Software Engineering; Component Evaluation; Software
Metrics; Software Quality.",2011,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5974788,"M Goul?o, F B Abreu",In Proceedings of the 5? Confer?ncia da APSI,0
Software Multi-project Resource Scheduling: A Comparative Analysis,"Software organizations are always multi-project-oriented, in which situation the traditional project management for individual project is not enough. Related scientific research on multi-project is yet scarce. This paper reports result from a literature review aiming to organize, analyze and make sense out of the dispersed field of multi-project resource scheduling methods. A comparative analysis was conducted according to 6 aspects of application situations: value orientation, centralization, homogeneity, complexity, uncertainty and executive ability. The findings show that, traditional scheduling methods from general project management community have high degree of centralization and limited capability to deal with uncertainty, and do not well catered for software projects. In regard to these aspects agile methods are better, but most of them lack scalability to high complexity. Some methods have balanced competence and special attention should be paid to them. In brief, methods should be chosen according to different situations in practice.",2015,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7152569,"Fei Dong, Mingshu Li, Yuzhu Zhao, Juan Li and Ye Yang","Book Series Lecture Notes in Computer Science,  Volume 5007/2008, Book Making Globally Distributed Software Development a Success Story, Pages 63-75, SpringerLink Date Tuesday, May 06, 2008",0
Software Reliability Management: Techniques and Applications,"In this chapter we discuss three new stochastic
models for assessing software reliability and the
degree of software testing progress, and a software
reliability management tool.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1513236,Mitsuhiro Kimura and Shigeru Yamada,"Book Handbook of Reliability Engineering, Part Part III, Pages 265-284, SpringerLink Date Tuesday, April 18, 2006",0
Software Reliability Models: A Selective Survey and New Directions,"Software development, design, and testing have
become very intricate with the advent of modern
highly distributed systems, networks, middleware,
and interdependent applications. The demand for
complex software systems has increased more
rapidly than the ability to design, implement, test,
and maintain them, and the reliability of software
systems has become a major concern for our
modern society. Within the last decade of the 20th
century and the first few years of the 21st century,
many reported system outages or machine crashes
were traced back to computer software failures.
Consequently, recent literature is replete with
horror stories due to software problems.",2003,http://dx.doi.org/10.1007/1-85233-841-5_11,Siddhartha Dalal,"Handbook of Reliability Engineering, Publisher Springer London, Pages 201-211",0
Special Characteristics of Software and Software Markets - Implications for Managing Software Business,"This paper examines software markets, and especially how market effects affect how value is created and captured. We propose an initial model that incorporates both the special effects related to software markets, how these effects affect value of software and what factors should be considered to leverage the effects. The model is based on a literature review that resulted in identifying four specific market effects: network externalities, returns to complements, lock-in, and positive feedback. Furthermore, we identified four issues the firms should consider when pursuing the desired market effects: market definition, value configuration, contracts and legal actions, and customers. The literature-based model was evaluated and complemented by two case studies with Finnish software firms incorporating altogether 17 interviews. The model gained initial support on the basis of the interviews. This paper proposes that the identified market effects should be considered when the value of software engineering decisions is evaluated",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1690152,"Mikko Ronkko, Paivi Poyry","EUROMICRO '06: Proceedings of the 32nd EUROMICRO Conference on Software Engineering and Advanced Applications , August 2006 , Publisher: IEEE Computer Society",0
Supporting software development with roles.,"Software development tools are very important in software engineering. Although roles have been acknowledged and applied for many years in several areas related to software engineering, there is a lack of research on software development tools based on roles. Most significantly, there is no complete and consistent consideration of roles in all the phases of software development. Considering the increasing importance and applications of roles in software development, this paper intends to discuss the importance of roles in software engineering and that of role-based software development; review the literature relevant to role mechanisms in software engineering; propose and describe a role-based software process; and implement a prototype tool for developing complex software systems with the help of role mechanisms",2006,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1715481,"H. B. Zhu, M. C. Zhou, and P. Seguin.","Ieee Transactions on Systems Man and Cybernetics Part A-Systems and Humans 36 (6):1110-1123, 2006.",0
Supporting the selection of model-based testing approaches for software projects,"Software technologies, such as model-based testing approaches, have specific characteristics and limitations that can affect their use in software projects. To make available knowledge regarding such technologies is important to support the decision regarding their use in software projects. In particular, a choice of model-based testing approach can influence testing success or failure. Therefore, this paper aims at describing knowledge acquired from a systematic review regarding model-based testing approaches and proposing an infrastructure towards supporting their selection for software projects.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5457788,"Arilo Claudio Dias Neto, Guilherme Horta Travassos","AST '08: Proceedings of the 3rd international workshop on Automation of software test , May 2008 , Publisher: ACM",0
Ten Strategies for Successful Distributed Development,"This paper presents an overview of the field of distributed development of software systems and applications (DD). Based on an analysis of the published literature, including its use in different industrial contexts, we provide a preliminary analysis that structures existing DD knowledge, indicating opportunities but identifying threats to communication, coordination, and control caused by temporal distance, geographical distance, and socio-cultural distance. An analysis of the case and field study literature has been used to identify strategies considered effective for countering the identified threats. The paper synthesizes from these a set of 10 general strategies for successful DD which, if adopted, should lead to increased company resilience.",2014,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7058642,"Brian Lings, Bj?rn Lundell, P?r J. ègerfalk and Brian Fitzgerald","Book Series IFIP International Federation for Information Processing, Volume 206/2006, Book The Transfer and Diffusion of Information Technology for Organizational Resilience, Pages 119-137, SpringerLink Date Thursday, August 17, 2006",0
The affordable application of formal methods to software engineering,"The purpose of this research paper is to examine (1) why formal methods are required for software systems today; (2) the Praxis High Integrity Systems' Correctness-by-Construction methodology; and (3) an affordable application of a formal methods methodology to software engineering. The cultivated research for this paper included literature reviews of documents found across the Internet and in publications as well as reviews of conference proceedings including the 2004 High Confidence Software and Systems Conference and the 2004 Special Interest Group on Ada Conference. This research realized that (1) our reliance on software systems for national, business and personal critical processes outweighs the trust we have in our systems; (2) there is a growing demand for the ability to trust our software systems; (3) methodologies such as Praxis' Correctness-by-Construction are readily available and can provide this needed level of trust; (4) tools such as Praxis' SparkAda when appropriately applied can be an affordable approach to applying formal methods to a software system development process; (5) software users have a responsibility to demand correctness; and finally, (6) software engineers have the responsibility to provide this correctness. Further research is necessary to determine what other methodologies and tools are available to provide affordable approaches to applying formal methods to software engineering. In conclusion, formal methods provide an unprecedented ability to build trust in the correctness of a system or component. Through the development of methodologies such as Praxis' Correctness by Construction and tools such as SparkAda, it is becoming ever more cost advantageous to implement formal methods within the software engineering lifecycle. As the criticality of our IT systems continues to steadily increase, so must our trust that these systems will perform as expected. Software system clients, such as government, businesses and all other IT users, must demand that their IT systems be delivered with a proven level of correctness or trust commensurate to the criticality of the function they perform.",2014,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6913383,By James F. Davis,"Found in: Proceedings of the 2005 annual ACM SIGAda international conference on Ada: The Engineering of Correct and Reliable Software for Real-Time & Distributed Systems using Ada and Related Technologies (SigAda '05) , Issue Date:November 2005 , pp. 2266-2271",0
"The Brave New World of Ambient Intelligence: An Analysis of Scenarios Regarding Privacy, Identity and Security Issues","<p>The success of Ambient Intelligence (AmI) will depend on how secure it can be made, how privacy and other rights of individuals can be protected and how individuals can come to trust the intelligent world that surrounds them and through which they move. This contribution presents an analysis of ambient intelligence scenarios, particularly in regard to AmI&#39;s impacts on and implications for individual privacy. The analysis draws on our review of more than 70 AmI projects, principally in Europe. It notes the visions as well as the specifics of typical AmI scenarios. Several conclusions can be drawn from the analysis, not least of which is that most AmI scenarios depict a rather too sunny view of our technological future. Finally, reference is made to the SWAMI project (Safeguards in a World of Ambient Intelligence) which, inter alia, has constructed &#8221;dark&#8221; scenarios, as we term them, to show how things can go wrong in AmI and where safeguards are needed.</p>",2006,http://dl.acm.org/citation.cfm?id=2182216&CFID=932218515&CFTOKEN=38944624,"Michael Friedewald, Elena Vildjiounaite, Yves Punie and David Wright","Book Series Lecture Notes in Computer Science, Volume 3934/2006, Book Security in Pervasive Computing, Pages 119-133, SpringerLink Date Friday, March 10, 2006",0
The Clients? Impact on Effort Estimation Accuracy in Software Development Projects,"This paper focuses on the clients' impact on estimation accuracy in software development projects. Client related factors contributing to effort overruns as well as factors preventing overruns are investigated. Based on a literature review and a survey of 300 software professionals we find that: 1) software professionals perceive that clients impact estimation accuracy. Changed and new requirements are perceived as the clients' most frequent contribution to overruns, while overruns are prevented by the availability of competent clients and capable decision makers. 2) Survey results should not be used in estimation accuracy improvement initiatives without further analysis. Surveys typically identify directly observable and project specific causes for overruns, while substantial improvement is only possible when the underlying causes are understood",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1509288,"By Stein Grimstad , Magne Jorgensen , Kjetil Molokken-Ostvold","Found in: 11th IEEE International Software Metrics Symposium (METRICS'05) 
Issue Date:September 2005 , pp. 3",0
The design of participatory agent-based social simulations.,"It is becoming widely accepted that applied social simulation research is more effective if potential users and stakeholders are closely involved in model specification, design, testing and use, using the principles of participatory research. In this paper, a review of software engineering principles and accounts of the development of simulation models are used as the basis for recommendations about some useful techniques that can aid in the development of agent-based social simulation models in conjunction with users. The authors' experience with scenario analysis, joint analysis of design workshops, prototyping and user panels in a collaborative participatory project is described and, in combination with reviews from other participatory projects, is used to suggest how these techniques might be used in simulation-based research.",2014,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6576815,A. M. Ramanath and N. Gilbert.,"Jasss-the Journal of Artificial Societies and Social Simulation 7 (4), 2004.",0
The evolution of goal-based information modelling: Literature review,"Purpose
ñ The first in a series on goal?based information modelling, this paper presents a literature review of two goal?based measurement methods. The second article in the series will build on this background to present an overview of some recent case?based research that shows the applicability of the goal?based methods for information modelling (as opposed to measurement). The third and concluding article in the series will present a new goal?based information model ñ the goal?based information framework (GbIF) ñ that is well suited to the task of documenting and evaluating organisational information flow.

Design/methodology/approach
ñ Following a literature review of the goal?question?metric (GQM) and goal?question?indicator?measure (GQIM) methods, the paper presents the strengths and weaknesses of goal?based approaches.

Findings
ñ The literature indicates that the goal?based methods are both rigorous and adaptable. With over 20 years of use, goal?based methods have achieved demonstrable and quantifiable results in both practitioner and academic studies. The down side of the methods are the potential expense and the ìexpansivenessî of goal?based models. The overheads of managing the goal?based process, from early negotiations on objectives and goals to maintaining the model (adding new goals, questions and indicators), could make the method unwieldy and expensive for organisations with limited resources. An additional challenge identified in the literature is the narrow focus of ìtop?downî (i.e. goal?based) methods. Since the methods limit the focus to a pre?defined set of goals and questions, the opportunity for discovery of new information is limited.

Research limitations/implications
ñ Much of the previous work on goal?based methodologies has been confined to software measurement contexts in larger organisations with well?established information gathering processes. Although the next part of the series presents goal?based methods outside of this native context, and within low maturity organisations, further work needs to be done to understand the applicability of these methods in the information science discipline.

Originality/value
ñ This paper presents an overview of goal?based methods. The next article in the series will present the method outside the native context of software measurement. With the universality of the method established, information scientists will have a new tool to evaluate and document organisational information flow.",2011,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5917980,"Boyd, A.J.","(2005) Aslib Proceedings: New Information Perspectives, 57 (6), pp. 523-538.",0
The Golden Age of Software Architecture: A Comprehensive Survey,"This retrospective on nearly two decades of software architecture research examines the maturation of the software architecture research area by tracing the evolution of research questions and results through their maturation cycle. We show how early qualitative results set the stage for later precision, formality, and automation, how results have built up over time, and how the research results have moved into practice.",2009,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5076462,Mary Shaw and Paul Clements,"Published in IEEE Software, March/April 2006 [79].",0
The Need for a Paradigm Shift in Addressing Privacy Risks in Social Networking Applications,"Abstract New developments on the Internet in the past years have brought up a number of online social networking applications within the so-called Web 2.0 world that experienced phenomenal growth and a tremendous attention in the public. Online social networking services build their business model on the myriad of sensitive personal data provided freely by their users, a fact that is increasingly getting the attention of privacy advocates. After explaining the economic meaning and importance of online social networks to eCommerce in general and reiterating the basic principles of Web 2.0 environments and their enterprise mechanisms in particular, this paper addresses the main informational privacy risks of Web 2.0 business models with a focus on online social networking sites. From literature review and current expert discussions, new privacy research questions are proposed for the future development of privacyenhancing technologies used within Web 2.0 environments. The resulting paradigm shift needed in addressing privacy risks in social networking applications is likely to focus less on access protection, anonymity and unlinkability type of PET-solutions and more on privacy safeguarding measures that enable greater transparency and that directly attach context and purpose limitation to the personally identifiable data itself. The FIDIS/IFIP workshop discussion has resulted in the idea to combine existing privacy-enhancing technologies and protection methods with new safeguarding measures to accommodate the Web 2.0 dynamics and to enhance the informational privacy of Web 2.0 users.",2008,http://dx.doi.org/10.1007/978-0-387-79026-8_12,Stefan Weiss,,0
Tightening knowledge sharing in distributed software communities by applying semantic technologies,This report describes the state of the research and practice in the areas of Knowledge Management in Software Engineering. Special emphasis is laid upon specific knowledge representation and reasoning requirements coming from the open-source communities and outsourced software development,2009,https://cordis.europa.eu/pub/ist/docs/directorate_d/st-ds/team-project-story_en.pdf,"Spyros Ntioudis, Walid Maalej, Hans-Joerg Happel, Dimitris Panagiotou","Information Society Technologies (IST) 
September 1st, 2006",0
Tool integration in software engineering: The state of the art in 2004,"The aim of this paper is to identify and investigate previous research in the area of software engineering environments, and how tools are integrated to form such a facility, with the goal of identifying future research questions. The paper consists of an explanation of the method used to identify papers, with each placed in a candidate category. Each of the seven categories is examined in turn, with each paper in each category then reviewed, with any possible arising research questions identified by the author of this paper included. Also included in this review is a section that discusses additional material being papers that have been referenced more than once. The paper concludes by making summing up all the suggestions for further research that were identified in the reviewing of particular papers. Full references and a glossary of commonly used terms completes the paper.",2004,http://www.macs.hw.ac.uk/cs/techreps/docs/files/HW-MACS-TR-0021.pdf,Mike Wicks,Can't see source,0
Towards management of software as assets: A literature review with additional sources.,"How should and how can software be managed? What is the management concept or paradigm? Software professionals, if they think about management of software at all, think in terms of Configuration Management. This is not a method for over-all software management; it merely controls software items' versions. This is much too fine a level of granularity. Management begins with accurate and timely information. Managers tend to view software as something (unfortunately) very necessary but troubling because, they have very little real information about it and control is still nebulous, at best. Accountants view software as an incomprehensible intangible, neither wholly an expense nor really an asset. They do not have, nor do they produce information concerning it. Their data concerning software barely touches on direct outlays and contains no element of effort. Part of this disorientation is the basic confusion between ''business software'' and ''engineering software''. This ''Gordian Knot'' must be opened; it needs to be made much more clear. This article shows a direction how such clarity may be achieved.",2008,http://dl.acm.org/citation.cfm?id=1331079&CFID=932221793&CFTOKEN=69891793,M. Ben-Menachem.,"Information and Software Technology 50 (4):241-258, 2008.",0
Transformational Approaches to Model Driven Architecture - A Review,"The model driven architecture (MDA) has been widely used as a paradigm in software development. This paper presents an overview on the current research in the model driven architecture. We analyze the key concepts of the MDA by illustrative examples, explore the existing approaches and tools that support model transformation - the essential part of the MDA, and classify these methods based on a multidimensional scheme. Furthermore, this paper summarizes the current technical achievements of model transformation techniques in software development at different abstraction levels of a system.",2007,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4402766,"By Chunying Zhao , Kang Zhang","Found in: 31st IEEE Software Engineering Workshop (SEW 2007) 
Issue Date:March 2007 
pp. 67-74",0
Troubleshooting large-scale new product development embedded software projects,"<p>Many modern new product development (NPD) embedded software projects are required to be run under turbulent conditions. Both the business and the technological environments are often volatile. Uncertainty is then an inherent part of the project management. In such cases, traditional detailed up-front planning with supporting risk management is often inadequate, and more adaptive project management tools are needed. This industrial paper investigates the typical problem space of those embedded software projects. Based on a literature survey coupled with our practical experiences, we compose an extensive structured matrix of different potential project problem factors, and propose a method for assessing the project&#39;s problem profile with the matrix. The project manager can then utilize that information for problem-conscious project management. Some industrial case examples of telecommunications products embedded software development are illustrated.</p>",2006,http://dl.acm.org/citation.cfm?id=2094565&CFID=932215594&CFTOKEN=34436793,"Kettunen, P.","(2006) Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics), 4034 LNCS, pp. 61-78.",0
What Architects Should Know About Reverse Engineering and Rengineering,"Architecture reconstruction is a form of reverse engineering that reconstructs architectural views from an existing system. It is often necessary because a complete and authentic architectural description is not available. This paper puts forward the goals of architecture reconstruction, revisits the technical difficulties we are facing in architecture reconstruction, and presents a summary of a literature survey about the types of architectural viewpoints addressed in reverse engineering research.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1620085,By Rainer Koschke,"Found in: Fifth Working IEEE/IFIP Conference on Software Architecture (WICSA'05) 
Issue Date:November 2005 
pp. 4-10",0
A Comparison of Software Project Overruns-Flexible versus Sequential Development Models,"Flexible software development models, e.g., evolutionary and incremental models, have become increasingly popular. Advocates claim that among the benefits of using these models is reduced overruns, which is one of the main challenges of software project management. This paper describes an in-depth survey of software development projects. The results support the claim that projects which employ a flexible development model experience less effort overruns than do those which employ a sequential model. The reason for the difference is not obvious. We found, for example, no variation in project size, estimation process, or delivered proportion of planned functionality between projects applying different types of development model. When the managers were asked to provide reasons for software overruns and/or estimation accuracy, the largest difference was that more of flexible projects than sequential projects cited good requirement specifications-and good collaboration/communication with clients as contributing to accurate estimates.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1514444,"By Kjetil Molokken-Ostvold , Magne Jorgensen","Found in: IEEE Transactions on Software Engineering 
Issue Date:September 2005 
pp. 754-766",0
A meta-analysis of the technology acceptance model,"The paper will address issues related to 3D capture, documentation, storage and management of virtual replicas of museum objects for documentation purposes in view of their inclusion in Europeana. 3D cultural objects present a number of challenges concerning their management. The 3D-COFORM project will provide solutions aiming at making 3D documentation a common practice in the cultural heritage sector. This requires the definition of good practices for data acquisition and storage, together with the design of a novel documentation system for the acquisition and simplification procedures. In fact, these initial steps are often undocumented, and this makes the outcome unreliable for the strict criteria of heritage documentation. The following steps of storing, managing, searching and displaying 3D objects is still an uneasy process, and the project aims at providing state-of-the-art tools to improve the performance in all these stages. Finally, the project will address business processes, mainly through the design and start-up of a Virtual Competence Centre in order to provide guidance to cultural heritage institutions and practitioners wishing to incorporate 3D into their everyday practice.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5753008,"William R. King, Jun He","Information and Management,   Volume 43 Issue 6 ,September 2006 ,Publisher: Elsevier Science Publishers B. V.",0
A Probabilistic Model for Predicting Software Development Effort,"Recently, Bayesian probabilistic models have been used for predicting software development effort. One of the reasons for the interest in the use of Bayesian probabilistic models, when compared to traditional point forecast estimation models, is that Bayesian models provide tools for risk estimation and allow decision-makers to combine historical data with subjective expert estimates. In this paper, we use a Bayesian network model and illustrate how a belief updating procedure can be used to incorporate decision-making risks. We develop a causal model from the literature and, using a data set of 33 real-world software projects, we illustrate how decision-making risks can be incorporated in the Bayesian networks. We compare the predictive performance of the Bayesian model with popular nonparametric neural-network and regression tree forecasting models and show that the Bayesian model is a competitive model for forecasting software development effort.",2005,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1492375,"By Parag C. Pendharkar , Girish H. Subramanian , James A. Rodger","Found in: IEEE Transactions on Software Engineering 
Issue Date:July 2005 , pp. 615-624",0
