Index,Year,Title,Authors,Abstract,Topics
58,2021.0,Machine Learning for the Diagnosis of Parkinson's Disease: A Review of Literature,"Mei, J; Desrosiers, C; Frasnelli, J","Diagnosis of Parkinson's disease (PD) is commonly based on medical observations and assessment of clinical signs, including the characterization of a variety of motor symptoms. However, traditional diagnostic approaches may suffer from subjectivity as they rely on the evaluation of movements that are sometimes subtle to human eyes and therefore difficult to classify, leading to possible misclassification. In the meantime, early non-motor symptoms of PD may be mild and can be caused by many other conditions. Therefore, these symptoms are often overlooked, making diagnosis of PD at an early stage challenging. To address these difficulties and to refine the diagnosis and assessment procedures of PD, machine learning methods have been implemented for the classification of PD and healthy controls or patients with similar clinical presentations (e.g., movement disorders or other Parkinsonian syndromes). To provide a comprehensive overview of data modalities and machine learning methods that have been used in the diagnosis and differential diagnosis of PD, in this study, we conducted a literature review of studies published until February 14, 2020, using the PubMed and IEEE Xplore databases. A total of 209 studies were included, extracted for relevant information and presented in this review, with an investigation of their aims, sources of data, types of data, machine learning methods and associated outcomes. These studies demonstrate a high potential for adaptation of machine learning methods and novel biomarkers in clinical decision making, leading to increasingly systematic, informed diagnosis of PD.",1
59,2020.0,Aligning text mining and machine learning algorithms with best practices for study selection in systematic literature reviews,"Popoff, E; Besada, M; Jansen, JP; Cope, S; Kanters, S","Background Despite existing research on text mining and machine learning for title and abstract screening, the role of machine learning within systematic literature reviews (SLRs) for health technology assessment (HTA) remains unclear given lack of extensive testing and of guidance from HTA agencies. We sought to address two knowledge gaps: to extend ML algorithms to provide a reason for exclusion-to align with current practices-and to determine optimal parameter settings for feature-set generation and ML algorithms. Methods We used abstract and full-text selection data from five large SLRs (n = 3089 to 12,769 abstracts) across a variety of disease areas. Each SLR was split into training and test sets. We developed a multi-step algorithm to categorize each citation into the following categories: included; excluded for each PICOS criterion; or unclassified. We used a bag-of-words approach for feature-set generation and compared machine learning algorithms using support vector machines (SVMs), naive Bayes (NB), and bagged classification and regression trees (CART) for classification. We also compared alternative training set strategies: using full data versus downsampling (i.e., reducing excludes to balance includes/excludes because machine learning algorithms perform better with balanced data), and using inclusion/exclusion decisions from abstract versus full-text screening. Performance comparisons were in terms of specificity, sensitivity, accuracy, and matching the reason for exclusion. Results The best-fitting model (optimized sensitivity and specificity) was based on the SVM algorithm using training data based on full-text decisions, downsampling, and excluding words occurring fewer than five times. The sensitivity and specificity of this model ranged from 94 to 100%, and 54 to 89%, respectively, across the five SLRs. On average, 75% of excluded citations were excluded with a reason and 83% of these citations matched the reviewers' original reason for exclusion. Sensitivity significantly improved when both downsampling and abstract decisions were used. Conclusions ML algorithms can improve the efficiency of the SLR process and the proposed algorithms could reduce the workload of a second reviewer by identifying exclusions with a relevant PICOS reason, thus aligning with HTA guidance. Downsampling can be used to improve study selection, and improvements using full-text exclusions have implications for a learn-as-you-go approach.",3
60,2021.0,Intelligent cost estimation by machine learning in supply management: A structured literature review,"Bodendorf, F; Merkl, P; Franke, J","In the automotive industry, cost estimation of components to be purchased plays an important role for price negotiations with suppliers and, therefore, for cost control within the supply chain. While traditional bottom-up cost estimation is a very time consuming and know-how intensive process, intelligent machine learning methods have the potential to significantly reduce the effort in the cost estimation process. In this paper, a literature review on intelligent cost estimation methods for parts to be procured in the manufacturing industry is carried out by text mining. Following the results of this literature review, building blocks for an intelligent cost esti-mation system are outlined that comprise cost estimation methods, dimensionality reduction methods, methods for multi-level cost estimation, and methods for interpreting the results of the cost analysis. Regarding cost estimation methods , Artificial Neural Networks and Support Vector Machines outperform established linear regression algorithms. Dimensionality reduction methods like Correlation Analysis or Principal Component Analysis are rarely studied . Nevertheless, they contribute a lot to the reduction of expensively provided input parameters for cost estimation. Methods for multi-level cost estimation, that support cost prediction of parts and assemblies following the construction plan of a vehicle, and methods for interpretation of intelligent cost ana-lytics cannot be found at all in literature. Consequently, in this paper corresponding approaches are derived from the areas of Multitask Learning and Explainable Machine Learning. Finally, a combination of methods considered most suitable for predictive analytics to estimate procurement costs is presented.",3
61,2018.0,A State-of-the-Art Review of Machine Learning Techniques for Fraud Detection Research,"Sinayobye, JO; Kiwanuka, F; Kaawaase Kyanda, S","The area of fraud detection(1) has been traditionally correlated with data mining and text mining. Even before the big data phenomena started in 2008, text mining and data mining were used as instruments of fraud detection. However, the limited technological capabilities of the pre-big data technologies made it very difcult for researchers to run fraud detection algorithms on large amounts of data. This paper reviews the existing research done in fraud detection across diferent areas with the aim of investigating the machine learning techniques used and fnd out their strengths and weaknesses. It used the systematic quantitative literature review methodology to review the research studies in the feld of fraud detection research within the last decade using machine learning techniques. Various combinations of keywords were used to identify the pertinent articles and were retrieved from ACM Digital Library, IEEE Xplorer Digital Library, Science Direct, Springer Link, etc. This search used a sample of 80 relevant articles (peer-reviewed journals articles and conference papers). The most used machine learning techniques were identifed, and their strengths and weaknesses. Finally, the conclusion, limitations and future work have been shown.",3
62,2020.0,A REVIEW OF MACHINE LEARNING APPLICATIONS IN ADDITIVE MANUFACTURING,"Razvi, SS; Feng, S; Narayanan, A; Lee, YTT; Witherell, P","Variability in product quality continues to pose a major barrier to the widespread application of additive manufacturing (AM) processes in production environment. Towards addressing this barrier, monitoring AM processes and measuring AM materials and parts has become increasingly commonplace, and increasingly precise, making a new wave of AM-related data available. This newfound data provides a valuable resource for gaining new insight to AM processes and decision making. Machine Learning (ML) provides an avenue to gain this insight by 1) learning fundamental knowledge about AM processes and 2) identifying predictive and actionable recommendations to optimize part quality and process design. This report presents a literature review of ML applications in AM. The review identifies areas in the AM lifecycle, including design, process plan, build, post process, and test and validation, that have been researched using ML. Furthermore, this report discusses the benefits of ML for AM, as well as existing hurdles currently limiting applications.",1
63,2020.0,A Systematic Literature Review of Machine Learning Estimation Approaches in Scrum Projects,"Arora, M; Verma, S; Kavita; Chopra, S","It is inevitable for any successful IT industry not to estimate the effort, cost, and duration of their projects. As evident by Standish group chaos manifesto that approx. 43% of the projects are often delivered late and entered crises because of overbudget and less required functions. Improper and inaccurate estimation of software projects leads to a failure, and therefore it must be considered in true letter and spirit. When Agile principle-based process models (e.g., Scrum) came into the market, a significant change can be seen. This change in culture proves to be a boon for strengthening the collaboration between developer and customer. Estimation has always been challenging in Agile as requirements are volatile. This encourages researchers to work on effort estimation. There are many reasons for the gap between estimated and actual effort, viz., project, people, and resistance factors, wrong use of cost drivers, ignorance of regression testing effort, understandability of user story size and its associated complexity, etc. This paper reviewed the work of numerous authors and potential researchers working on bridging the gap of actual and estimated effort. Through intensive and literature review, it can be inferred that machine learning models clearly outperformed non-machine learning and traditional techniques of estimation.",4
64,2020.0,A systematic literature review of machine learning-based disease profiling and personalized treatment,"Buettner, R; Klenk, F; Ebert, M","To analyze the state of the art of machine learning-based disease profiling and personalized treatments, we review the relevant literature included in top peer-reviewed journals and evaluate the coverage according to the ICD-11 framework. We identify advantages, but also research needs and limitations within the ICD-11 disease categories to foster the adaptation of these new E-health technologies.",0
65,2021.0,A Systematic Literature Review of Student' Performance Prediction Using Machine Learning Techniques,"Albreiki, B; Zaki, N; Alashwal, H","Educational Data Mining plays a critical role in advancing the learning environment by contributing state-of-the-art methods, techniques, and applications. The recent development provides valuable tools for understanding the student learning environment by exploring and utilizing educational data using machine learning and data mining techniques. Modern academic institutions operate in a highly competitive and complex environment. Analyzing performance, providing high-quality education, strategies for evaluating the students' performance, and future actions are among the prevailing challenges universities face. Student intervention plans must be implemented in these universities to overcome problems experienced by the students during their studies. In this systematic review, the relevant EDM literature related to identifying student dropouts and students at risk from 2009 to 2021 is reviewed. The review results indicated that various Machine Learning (ML) techniques are used to understand and overcome the underlying challenges; predicting students at risk and students drop out prediction. Moreover, most studies use two types of datasets: data from student colleges/university databases and online learning platforms. ML methods were confirmed to play essential roles in predicting students at risk and dropout rates, thus improving the students' performance.",1
66,2019.0,Physically based synthetic image generation for machine learning - a review of pertinent literature,"Schraml, D","The term deep learning is almost on everyone's lips these days, in the area of computer vision mainly because of the great advances deep learning approaches have made amongst others in object detection and classification. For general object localization or classification tasks there do exist several giant databases containing several millions of labeled images and several thousands of different labels like COCO and ImageNet. In contrast in industrial applications like quality inspection there do hardly ever exist such training data not only for reasons of confidentiality of trade secrets. An obvious way to remedy this deficiency is the synthetic creation of image data. Physically based rendering attempts to achieve photorealistic images by accurately simulating the flow of light of the real world according to various physical laws. Therefor multiple techniques like Ray Tracing and Path Tracing have been implemented and are becoming increasingly widespread as hardware performance increases. The intent of this article is to give a wide but nevertheless preferably comprehensive overview of which approaches have been pursued in recent literature to generate realistic synthetic training images. The development of various rendering methods from rasterization to bidirectional monte carlo path tracing is outlined, as well as their differences and use. Along with the terminology a few mathematical foundations like the Bidirectional Reflectance Distribution Function (BRDF) are briefly described. Altogether special concern is given to industrial data and quality control, comparing literature and the practical application of its results.",0
67,2019.0,Review: machine learning techniques applied to cybersecurity,"Torres, JM; Comesana, CI; Garcia-Nieto, PJ","Machine learning techniques are a set of mathematical models to solve high non-linearity problems of different topics: prediction, classification, data association, data conceptualization. In this work, the authors review the applications of machine learning techniques in the field of cybersecurity describing before the different classifications of the models based on (1) their structure, network-based or not, (2) their learning process, supervised or unsupervised and (3) their complexity. All the capabilities of machine learning techniques are to be regarded, but authors focus on prediction and classification, highlighting the possibilities of improving the models in order to minimize the error rates in the applications developed and available in the literature. This work presents the importance of different error criteria as the confusion matrix or mean absolute error in classification problems, and relative error in regression problems. Furthermore, special attention is paid to the application of the models in this review work. There are a wide variety of possibilities, applying these models to intrusion detection, or to detection and classification of attacks, to name a few. However, other important and innovative applications in the field of cybersecurity are presented. This work should serve as a guide for new researchers and those who want to immerse themselves in the field of machine learning techniques within cybersecurity.",1
68,2021.0,Machine Learning Applied to Banking Supervision a Literature Review,"Guerra, P; Castelli, M","Machine learning (ML) has revolutionised data analysis over the past decade. Like innumerous other industries heavily reliant on accurate information, banking supervision stands to benefit greatly from this technological advance. The objective of this review is to provide a comprehensive walk-through of how the most common ML techniques have been applied to risk assessment in banking, focusing on a supervisory perspective. We searched Google Scholar, Springer Link, and ScienceDirect databases for articles including the search terms machine learning and (bank or banking or supervision). No language, date, or Journal filter was applied. Papers were then screened and selected according to their relevance. The final article base consisted of 41 papers and 2 book chapters, 53% of which were published in the top quartile journals in their field. Results are presented in a timeline according to the publication date and categorised by time slots. Credit risk assessment and stress testing are highlighted topics as well as other risk perspectives, with some references to ML application surveys. The most relevant ML techniques encompass k-nearest neighbours (KNN), support vector machines (SVM), tree-based models, ensembles, boosting techniques, and artificial neural networks (ANN). Recent trends include developing early warning systems (EWS) for bankruptcy and refining stress testing. One limitation of this study is the paucity of contributions using supervisory data, which justifies the need for additional investigation in this field. However, there is increasing evidence that ML techniques can enhance data analysis and decision making in the banking industry.",4
69,2019.0,Applications of Supervised Machine Learning in Autism Spectrum Disorder Research: a Review,"Hyde, KK; Novack, MN; LaHaye, N; Parlett-Pelleriti, C; Anden, R; Dixon, DR; Linstead, E","Autism spectrum disorder (ASD) research has yet to leverage big data on the same scale as other fields; however, advancements in easy, affordable data collection and analysis may soon make this a reality. Indeed, there has been a notable increase in research literature evaluating the effectiveness of machine learning for diagnosing ASD, exploring its genetic underpinnings, and designing effective interventions. This paper provides a comprehensive review of 45 papers utilizing supervised machine learning in ASD, including algorithms for classification and text analysis. The goal of the paper is to identify and describe supervised machine learning trends in ASD literature as well as inform and guide researchers interested in expanding the body of clinically, computationally, and statistically sound approaches for mining ASD data.",0
70,2018.0,A Survey on Source Code Review Using Machine Learning,"Wang, XM; Zhang, T; Xin, W; Hou, CY","Source code review constrains software system security sufficiently. Scalability and precision are of importance for the deployment of code review tools. However, traditional tools can only detect some security flaws automatically with high false positive and false negative by tedious reviewing large-scale source code. Various flaws and vulnerabilities show specific characteristic in source code. Machine learning systems founded feature matrixes of source code as input, including variables, functions and files, generating ad-hoc label by distinguish or generation methodologies to review source code automatically and intelligently. Source code, whatever the programming language, is text information in nature. Both secure and vulnerable feature can be curved from source code. Fortunately, a variety of machine learning approaches have been developed to learn and detect flaws and vulnerabilities in intelligent source code security review. Combination of code semantic and syntactic feature contribute to the optimation of false positive and false negative during source code review. In this paper, we give the review of literature related to intelligent source code security review using machine learning methods. It illustrate the primary evidence of approaching ML in source code security review. We believe machine learning and its branches will become out-standing in source code review.",0
71,2020.0,Review of Machine Learning Algorithms for Health-care Management Medical Big Data Systems,"Zou, X; Cao, JH; Wen, T","Review of machine learning algorithms for health-care management medical big data systems is conducted in this research. Intelligent diagnosis originated from the introduction of mathematical models as a computer-assisted diagnostic tool in clinical science. Later, various expert systems have gradually appeared. There are many methods for classification in machine learning, including the support vector machine, decision tree algorithm, logical regression, integration method and so on. Among them, support vector machine is the most widely used, it has strong robustness and can then the model nonlinear decision boundary, and there are many optional kernel functions. We review from the 2 major aspects. (1) The input dataset consists of examples, each of which is an input data without an explicit output value. The most studied and widely used method in unsupervised learning tasks is clustering. (2) Semi-supervised learning is to add unlabeled data to the supervised classification algorithm to achieve semi-supervised classification. It is between supervised and unsupervised learning. It belongs to a learning method combining the two. The proposed review will have the efficient support for the further analysis.",4
72,2016.0,Prognosis of dementia employing machine learning and microsimulation techniques: a systematic literature review,"Dallora, AL; Eivazzadeh, S; Mendes, E; Berglund, J; Anderberg, P","OBJECTIVE: The objective of this paper is to investigate the goals and variables employed in the machine learning and microsimulation studies for the prognosis of dementia. METHOD: According to preset protocols, the Pubmed, Socups and Web of Science databases were searched to find studies that matched the defined inclusion/exclusion criteria, and then its references were checked for new studies. A quality checklist assessed the selected studies, and removed the low quality ones. The remaining ones (included set) had their data extracted and summarized. RESULTS: The summary of the data of the 37 included studies showed that the most common goal of the selected studies was the prediction of the conversion from mild cognitive impairment to Alzheimer's Disease, for studies that used machine learning, and cost estimation for the microsimulation ones. About the variables, neuroimaging was the most frequent used. CONCLUSIONS: The systematic literature review showed clear trends in prognosis of dementia research in what concerns machine learning techniques and microsimulation. (C) 2016 The Authors. Published by Elsevier B.V.",1
73,2020.0,Data Science in Economics: Comprehensive Review of Advanced Machine Learning and Deep Learning Methods,"Nosratabadi, S; Mosavi, A; Duan, P; Ghamisi, P; Filip, F; Band, SS; Reuter, U; Gama, J; Gandomi, AH","This paper provides a comprehensive state-of-the-art investigation of the recent advances in data science in emerging economic applications. The analysis is performed on the novel data science methods in four individual classes of deep learning models, hybrid deep learning models, hybrid machine learning, and ensemble models. Application domains include a broad and diverse range of economics research from the stock market, marketing, and e-commerce to corporate banking and cryptocurrency. Prisma method, a systematic literature review methodology, is used to ensure the quality of the survey. The findings reveal that the trends follow the advancement of hybrid models, which outperform other learning algorithms. It is further expected that the trends will converge toward the evolution of sophisticated hybrid deep learning models.",4
74,2020.0,The application of machine learning techniques for driving behavior analysis: A conceptual framework and a systematic literature review,"Abou Elassad, ZE; Mousannif, H; Al Moatassime, H; Karkouch, A","Driving Behavior (DB) is a complex concept describing how the driver operates the vehicle in the context of the driving scene and surrounding environment. Recently, DB assessment has become an emerging topic of great importance. However, in view of to the stochastic nature of driving, measuring and modeling, DB continues to be a challenging topic today. As such, this paper argues that to move forward in understanding the individual and organizational mechanisms influencing DB, a conceptual framework is outlined whereby DB is viewed in terms of different dimensions established within the Driver-Vehicle-Environment (DVE) system. Moreover, DB assessment has been approached by various machine learning (ML) models. Still, there has been no attempt to analyze the empirical evidence on ML models in a systematic way, furthermore, ML based DB models often face problems and raise questions that must be resolved. This article presents a systematic literature review (SLR) of the DB investigation concept; In the first phase, a framework for conceptualizing a holistic approach of the different facets in DB analysis is presented, as well as a scheme to guide the future development and implementation of DB assessment strategies. In the second phase, an overview of the literature on ML is designed, revealing a premier and unbiased survey of the existing empirical research of ML techniques that have been applied to DB analysis. The results of this study identify an interpretive framework incorporating multiple dimensions influencing the driver's conduct, in an attempt to achieve a thorough understanding of the DB concept within the DVE system in which the drivers operate. Additionally, 82 primary studies published during the last decade and eight broadly used ML models were identified. The findings of this review prove the performance capability of the ML techniques for assessing DB. The models using the ML techniques outperform other conventional approaches. However, the application of ML models in DB analysis is still limited and more effort is needed to obtain well-formed and generalizable results. To this end, and based on the outcomes obtained in this work, future guidelines have been provided to practitioners and researchers to grasp the major contributions and challenges in the state-of-the-art research.",1
75,2020.0,Conversational agents in business: A systematic literature review and future research directions,"Bavaresco, R; Silveira, D; Reis, E; Barbosa, J; Righi, R; Costa, C; Antunes, R; Gomes, M; Gatti, C; Vanzin, M; Clair, S; Silva, E; Moreira, C","The field of business shows an increasing interest in exploring conversational agents to improve service quality and market competitiveness. Furthermore, the advances in machine learning capabilities leverage the natural language processing towards natural and straightforward dialogue experiences for industries. However, in the best of our knowledge, no literature review outlines conversational agents in the business industry, primarily taking into account computational learning capabilities. This article presents a systematic literature review that encompasses these areas looking through the use of machine learning to improve the field of business. The review followed a guideline for systematic reviews to present the literature of the last decade, emphasizing business perspectives such as domains, goals, and challenges, and computational methods for self-learning, personalization, and response generation of conversational agents. As a result, the article provides the answers of three general, three focused, and two statistical questions to address the role of artificial intelligence in conversational agents applied to business domains. In this regard, the results show that no study combines self-learning, personalization, and generative-based responses for the same business solution. Additionally, the article describes the organization of the state-of-the-art, highlighting the correlation of business perspectives and machine learning methods. The contributions of this review focus on opportunities and future research directions towards human-like conversational agents for business. (c) 2020 Elsevier Inc. All rights reserved.",4
76,2021.0,Precision nutrition: A systematic literature review,"Kirk, D; Catal, C; Tekinerdogan, B","Precision Nutrition research aims to use personal information about individuals or groups of individuals to deliver nutritional advice that, theoretically, would be more suitable than generic advice. Machine learning, a subbranch of Artificial Intelligence, has promise to aid in the development of predictive models that are suitable for Precision Nutrition. As such, recent research has applied machine learning algorithms, tools, and techniques in precision nutrition for different purposes. However, a systematic overview of the state-of-the-art on the use of machine learning in Precision Nutrition is lacking. Therefore, we carried out a Systematic Literature Review (SLR) to provide an overview of where and how machine learning has been used in Precision Nutrition from various aspects, what such machine learning models use as input features, what the availability status of the data used in the literature is, and how the models are evaluated. Nine research questions were defined in this study. We retrieved 4930 papers from electronic databases and 60 primary studies were selected to respond to the research questions. All of the selected primary studies were also briefly discussed in this article. Our results show that fifteen problems spread across seven domains of nutrition and health are present. Four machine learning tasks are seen in the form of regression, classification, recommendation and clustering, with most of these utilizing a supervised approach. In total, 30 algorithms were used, with 19 appearing more than once. Models were through the use of four groups of approaches and 23 evaluation metrics. Personalized approaches are promising to reduce the burden of these current problems in nutrition research, and the current review shows Machine Learning can be incorporated into Precision Nutrition research with high performance. Precision Nutrition researchers should consider incorporating Machine Learning into their methods to facilitate the integration of many complex features, allowing for the development of high-performance Precision Nutrition approaches.",1
77,2021.0,Radiomic and Genomic Machine Learning Method Performance for Prostate Cancer Diagnosis: Systematic Literature Review,"Castaldo, R; Cavaliere, C; Soricelli, A; Salvatore, M; Pecchia, L; Franzese, M","Background: Machine learning algorithms have been drawing attention at the joining of pathology and radiology in prostate cancer research. However, due to their algorithmic learning complexity and the variability of their architecture, there is an ongoing need to analyze their performance. Objective: This study assesses the source of heterogeneity and the performance of machine learning applied to radiomic, genomic, and clinical biomarkers for the diagnosis of prostate cancer. One research focus of this study was on clearly identifying problems and issues related to the implementation of machine learning in clinical studies. Methods: Following the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) protocol, 816 titles were identified from the PubMed, Scopus, and OvidSP databases. Studies that used machine learning to detect prostate cancer and provided performance measures were included in our analysis. The quality of the eligible studies was assessed using the QUADAS-2 (quality assessment of diagnostic accuracy studies-version 2) tool. The hierarchical multivariate model was applied to the pooled data in a meta-analysis. To investigate the heterogeneity among studies, I-2 statistics were performed along with visual evaluation of coupled forest plots. Due to the internal heterogeneity among machine learning algorithms, subgroup analysis was carried out to investigate the diagnostic capability of machine learning systems in clinical practice. Results: In the final analysis, 37 studies were included, of which 29 entered the meta-analysis pooling. The analysis of machine learning methods to detect prostate cancer reveals the limited usage of the methods and the lack of standards that hinder the implementation of machine learning in clinical applications. Conclusions: The performance of machine learning for diagnosis of prostate cancer was considered satisfactory for several studies investigating the multiparametric magnetic resonance imaging and urine biomarkers; however, given the limitations indicated in our study, further studies are warranted to extend the potential use of machine learning to clinical settings. Recommendations on the use of machine learning techniques were also provided to help researchers to design robust studies to facilitate evidence generation from the use of radiomic and genomic biomarkers.",1
78,2021.0,Machine Learning in Chronic Pain Research: A Scoping Review,"Jenssen, MDK; Bakkevoll, PA; Ngo, PD; Budrionis, A; Fagerlund, AJ; Tayefi, M; Bellika, JG; Godtliebsen, F","Given the high prevalence and associated cost of chronic pain, it has a significant impact on individuals and society. Improvements in the treatment and management of chronic pain may increase patients' quality of life and reduce societal costs. In this paper, we evaluate state-of-the-art machine learning approaches in chronic pain research. A literature search was conducted using the PubMed, IEEE Xplore, and the Association of Computing Machinery (ACM) Digital Library databases. Relevant studies were identified by screening titles and abstracts for keywords related to chronic pain and machine learning, followed by analysing full texts. Two hundred and eighty-seven publications were identified in the literature search. In total, fifty-three papers on chronic pain research and machine learning were reviewed. The review showed that while many studies have emphasised machine learning-based classification for the diagnosis of chronic pain, far less attention has been paid to the treatment and management of chronic pain. More research is needed on machine learning approaches to the treatment, rehabilitation, and self-management of chronic pain. As with other chronic conditions, patient involvement and self-management are crucial. In order to achieve this, patients with chronic pain need digital tools that can help them make decisions about their own treatment and care.",1
79,2020.0,Review of Machine Learning in Predicting Dermatological Outcomes,"Du, AX; Emam, S; Gniadecki, R","Artificial intelligence is a broad branch of computer science that has garnered significant interest in the field of medicine because of its problem solving, decision making and pattern recognition abilities. Machine learning, a subset of artificial intelligence, hones in on the ability of computers to receive data and learn for themselves, manipulating algorithms as they organize the information they are processing. Dermatology is at a particular advantage in the implementation of machine learning due to the availability of large clinical image databases that can be used for machine training and interpretation. While numerous studies have implemented machine learning in the diagnostic aspect of dermatology, less research has been conducted on the use of machine learning in predicting long-term outcomes in skin disease, with only a few studies published to date. Such an approach would assist physicians in selecting the best treatment methods, save patients' time, reduce treatment costs and improve the quality of treatment overall by reducing the amount of trial-and-error in the treatment process. In this review, we aim to provide a brief and relevant introduction to basic artificial intelligence processes, and to consolidate and examine the published literature on the use of machine learning in predicting clinical outcomes in dermatology.",1
80,2020.0,Literature on Applied Machine Learning in Metagenomic Classification: A Scoping Review,"Tonkovic, P; Kalajdziski, S; Zdravevski, E; Lameski, P; Corizzo, R; Pires, IM; Garcia, NM; Loncar-Turukalo, T; Trajkovik, V","Simple Summary Technological advancements have led to modern DNA sequencing methods, capable of generating large amounts of data describing the microorganisms that live in samples taken from the environment. Metagenomics, the field that studies the different genomes within these samples, is becoming increasingly popular, as it has many real-world applications, such as the discovery of new antibiotics, personalized medicine, forensics, and many more. From a computer science point of view, it is interesting to see how these large volumes of data can be processed efficiently to accurately identify (classify) the microorganisms from the input DNA data. This scoping review aims to give an insight into the existing state of the art computational methods for processing metagenomic data through the prism of machine learning, data science, and big data. We provide an overview of the state of the art metagenomic classification methods, as well as the challenges researchers face when tackling this complex problem. The end goal of this review is to help researchers be up to date with current trends, as well as identify opportunities for further research and improvements. Applied machine learning in bioinformatics is growing as computer science slowly invades all research spheres. With the arrival of modern next-generation DNA sequencing algorithms, metagenomics is becoming an increasingly interesting research field as it finds countless practical applications exploiting the vast amounts of generated data. This study aims to scope the scientific literature in the field of metagenomic classification in the time interval 2008-2019 and provide an evolutionary timeline of data processing and machine learning in this field. This study follows the scoping review methodology and PRISMA guidelines to identify and process the available literature. Natural Language Processing (NLP) is deployed to ensure efficient and exhaustive search of the literary corpus of three large digital libraries: IEEE, PubMed, and Springer. The search is based on keywords and properties looked up using the digital libraries' search engines. The scoping review results reveal an increasing number of research papers related to metagenomic classification over the past decade. The research is mainly focused on metagenomic classifiers, identifying scope specific metrics for model evaluation, data set sanitization, and dimensionality reduction. Out of all of these subproblems, data preprocessing is the least researched with considerable potential for improvement.",3
81,2017.0,Machine Learning Applications in Baseball: A Systematic Literature Review,"Koseler, K; Stephan, M","Statistical analysis of baseball has long been popular, albeit only in limited capacity until relatively recently. In particular, analysts can now apply machine learning algorithms to large baseball data sets to derive meaningful insights into player and team performance. In the interest of stimulating new research and serving as a go-to resource for academic and industrial analysts, we perform a systematic literature review of machine learning applications in baseball analytics. The approaches employed in literature fall mainly under three problem class umbrellas: Regression, Binary Classification, and Multiclass Classification. We categorize these approaches, provide our insights on possible future applications, and conclude with a summary of our findings. We find two algorithms dominate the literature: (1) Support Vector Machines for classification problems and (2) k-nearest neighbors for both classification and Regression problems. We postulate that recent proliferation of neural networks in general machine learning research will soon carry over into baseball analytics.",0
82,2016.0,Teamwork Construction in E-learning system: A Systematic literature review,"Abid, A; Kallel, I; Ben Ayed, M","With the increasing diversity of learners, forming suitable learning groups, in collaborative learning, represents a complex and a time-consuming task. Several researchers focus on the theory of teamwork organizations, based on academic performances, learning styles, learning settings, gender, etc. Therefore, grouping learners based on their predicted academic performance level in each subject separately may be more effective in a collaborative learning environment, but it still a challenging subject. First of all, we present in this paper a systematic literature review (SLR) to identify the relevant studies that address the problem of predicting academic performance and to extract the used data mining methods such as Decision Tree, Naive Bayes, Neural Network, Support Vector Machine, etc. At the beginning, a set of 658 papers were selected. After applying the different SLR's steps, this selection has been filtered to 12 papers using specific selection criteria and a careful analysis of each paper. Then, the selected studies were used to answer the defined research questions. Finally, synthesis data, current research gaps and recommendations for further work are discussed in this paper.",1
83,2021.0,Convolutional Extreme Learning Machines: A Systematic Review,"Rodrigues, IR; Neto, SRD; Kelner, J; Sadok, D; Endo, PT","Much work has recently identified the need to combine deep learning with extreme learning in order to strike a performance balance with accuracy, especially in the domain of multimedia applications. When considering this new paradigm-namely, the convolutional extreme learning machine (CELM)-we present a systematic review that investigates alternative deep learning architectures that use the extreme learning machine (ELM) for faster training to solve problems that are based on image analysis. We detail each of the architectures that are found in the literature along with their application scenarios, benchmark datasets, main results, and advantages, and then present the open challenges for CELM. We followed a well-structured methodology and established relevant research questions that guided our findings. Based on 81 primary studies, we found that object recognition is the most common problem that is solved by CELM, and CCN with predefined kernels is the most common CELM architecture proposed in the literature. The results from experiments show that CELM models present good precision, convergence, and computational performance, and they are able to decrease the total processing time that is required by the learning process. The results presented in this systematic review are expected to contribute to the research area of CELM, providing a good starting point for dealing with some of the current problems in the analysis of computer vision based on images.",0
84,2018.0,Current Applications of Machine Learning Techniques in CRM: A Literature Review and Practical Implications,"Chagas, BNR; Viana, J; Reinhold, O; Lobato, F; Jacob, AFL; Alt, R","Customer Relationship Management (CRM) has been an important ally to companies willing to improve their customer experiences. Lately, Machine Learning (ML) and its techniques have been transforming the way companies interact with their customers through data analysis. This paper reviews the literature on the application of ML techniques to improve CRM processes and provides an overview of used techniques and their application to each CRM dimension and element. In addition, the practical implications are analyzed based on recent developments of CRM tools in the field of ML. The paper delivers insights for future studies as well as for CRM tools willing to improve their analytical and automated services and features.",1
